author,family_name,given_name,orcid,article
https://github.com/arcangelo7/time_agnostic/ra/196104,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/62194
https://github.com/arcangelo7/time_agnostic/ra/13187,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/75581
https://github.com/arcangelo7/time_agnostic/ra/249065,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/153114
https://github.com/arcangelo7/time_agnostic/ra/20963,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/77300
https://github.com/arcangelo7/time_agnostic/ra/241353,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/134722
https://github.com/arcangelo7/time_agnostic/ra/209792,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/67502
https://github.com/arcangelo7/time_agnostic/ra/15066,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/89995
https://github.com/arcangelo7/time_agnostic/ra/142924,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/82363
https://github.com/arcangelo7/time_agnostic/ra/167623,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/44835
https://github.com/arcangelo7/time_agnostic/ra/1666,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/2612
https://github.com/arcangelo7/time_agnostic/ra/96844,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/53627
https://github.com/arcangelo7/time_agnostic/ra/230350,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/125781
https://github.com/arcangelo7/time_agnostic/ra/10253,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/41848
https://github.com/arcangelo7/time_agnostic/ra/12040,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/66987
https://github.com/arcangelo7/time_agnostic/ra/12620,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/44835
https://github.com/arcangelo7/time_agnostic/ra/171184,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/75581
https://github.com/arcangelo7/time_agnostic/ra/202840,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/122633
https://github.com/arcangelo7/time_agnostic/ra/1864,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/3676
https://github.com/arcangelo7/time_agnostic/ra/591,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/3671
https://github.com/arcangelo7/time_agnostic/ra/19479,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/67502
https://github.com/arcangelo7/time_agnostic/ra/185177,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/53198
https://github.com/arcangelo7/time_agnostic/ra/233170,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/53196
https://github.com/arcangelo7/time_agnostic/ra/18629,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/62194
https://github.com/arcangelo7/time_agnostic/ra/29669,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/10550
https://github.com/arcangelo7/time_agnostic/ra/68544,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/56222
https://github.com/arcangelo7/time_agnostic/ra/190525,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/56142
https://github.com/arcangelo7/time_agnostic/ra/17661,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/84299
https://github.com/arcangelo7/time_agnostic/ra/140082,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/3671
https://github.com/arcangelo7/time_agnostic/ra/25138,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/2612
https://github.com/arcangelo7/time_agnostic/ra/16259,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/123028
https://github.com/arcangelo7/time_agnostic/ra/1618,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/10550
https://github.com/arcangelo7/time_agnostic/ra/175123,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/101693
https://github.com/arcangelo7/time_agnostic/ra/124993,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/3676
https://github.com/arcangelo7/time_agnostic/ra/97438,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/41848
https://github.com/arcangelo7/time_agnostic/ra/11858,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/65629
https://github.com/arcangelo7/time_agnostic/ra/222248,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/138755
https://github.com/arcangelo7/time_agnostic/ra/180783,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/10080
https://github.com/arcangelo7/time_agnostic/ra/231315,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/3422
https://github.com/arcangelo7/time_agnostic/ra/204804,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/63268
https://github.com/arcangelo7/time_agnostic/ra/227356,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/84299
https://github.com/arcangelo7/time_agnostic/ra/205620,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/62930
https://github.com/arcangelo7/time_agnostic/ra/119796,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/77300
https://github.com/arcangelo7/time_agnostic/ra/15875,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/138755
https://github.com/arcangelo7/time_agnostic/ra/229330,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/123028
https://github.com/arcangelo7/time_agnostic/ra/187298,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/110818
https://github.com/arcangelo7/time_agnostic/ra/147268,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/97088
https://github.com/arcangelo7/time_agnostic/ra/245076,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/131248
https://github.com/arcangelo7/time_agnostic/ra/14402,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/84291
https://github.com/arcangelo7/time_agnostic/ra/19938,Bornmann,Lutz,http://orcid.org/0000-0003-0810-7091,https://github.com/arcangelo7/time_agnostic/br/131248
https://github.com/arcangelo7/time_agnostic/ra/134715,Borrego,Ángel,http://orcid.org/0000-0002-6462-3966,https://github.com/arcangelo7/time_agnostic/br/48136
https://github.com/arcangelo7/time_agnostic/ra/113322,Borrego,Ángel,http://orcid.org/0000-0002-6462-3966,https://github.com/arcangelo7/time_agnostic/br/73555
https://github.com/arcangelo7/time_agnostic/ra/204374,Borrego,Ángel,http://orcid.org/0000-0002-6462-3966,https://github.com/arcangelo7/time_agnostic/br/122126
https://github.com/arcangelo7/time_agnostic/ra/240985,Borycz,Josh,http://orcid.org/0000-0002-1505-148X,https://github.com/arcangelo7/time_agnostic/br/150246
https://github.com/arcangelo7/time_agnostic/ra/205308,Boschetti,Luigi,http://orcid.org/0000-0001-6525-4413,https://github.com/arcangelo7/time_agnostic/br/129644
https://github.com/arcangelo7/time_agnostic/ra/24866,Boselli,Emanuele,http://orcid.org/0000-0001-7931-6961,https://github.com/arcangelo7/time_agnostic/br/2548
https://github.com/arcangelo7/time_agnostic/ra/225070,Boshoff,Nelius,http://orcid.org/0000-0001-9285-377X,https://github.com/arcangelo7/time_agnostic/br/71817
https://github.com/arcangelo7/time_agnostic/ra/13993,Boshoff,Nelius,http://orcid.org/0000-0001-9285-377X,https://github.com/arcangelo7/time_agnostic/br/71817
https://github.com/arcangelo7/time_agnostic/ra/20491,Boshoff,Nelius,http://orcid.org/0000-0001-9285-377X,https://github.com/arcangelo7/time_agnostic/br/136094
https://github.com/arcangelo7/time_agnostic/ra/10800,Boshoff,Nelius,http://orcid.org/0000-0001-9285-377X,https://github.com/arcangelo7/time_agnostic/br/57353
https://github.com/arcangelo7/time_agnostic/ra/11834,Botero,Juan D.,http://orcid.org/0000-0002-3594-9705,https://github.com/arcangelo7/time_agnostic/br/65467
https://github.com/arcangelo7/time_agnostic/ra/100562,Botezan,Iuliana,http://orcid.org/0000-0002-0167-8986,https://github.com/arcangelo7/time_agnostic/br/45217
https://github.com/arcangelo7/time_agnostic/ra/173883,Bouchard,Frédéric,http://orcid.org/0000-0001-9687-3356,https://github.com/arcangelo7/time_agnostic/br/102766
https://github.com/arcangelo7/time_agnostic/ra/189182,Boudry,Christophe,http://orcid.org/0000-0002-8730-8731,https://github.com/arcangelo7/time_agnostic/br/117063
https://github.com/arcangelo7/time_agnostic/ra/162289,Boudry,Christophe,http://orcid.org/0000-0002-8730-8731,https://github.com/arcangelo7/time_agnostic/br/103233
https://github.com/arcangelo7/time_agnostic/ra/248058,Boudry,Christophe,http://orcid.org/0000-0002-8730-8731,https://github.com/arcangelo7/time_agnostic/br/10624
https://github.com/arcangelo7/time_agnostic/ra/71528,Boudry,Christophe,http://orcid.org/0000-0002-8730-8731,https://github.com/arcangelo7/time_agnostic/br/57097
https://github.com/arcangelo7/time_agnostic/ra/18469,Boudry,Christophe,http://orcid.org/0000-0002-8730-8731,https://github.com/arcangelo7/time_agnostic/br/117060
https://github.com/arcangelo7/time_agnostic/ra/10772,Boudry,Christophe,http://orcid.org/0000-0002-8730-8731,https://github.com/arcangelo7/time_agnostic/br/10624
https://github.com/arcangelo7/time_agnostic/ra/21284,Boufarss,Mohamed,http://orcid.org/0000-0002-2403-0146,https://github.com/arcangelo7/time_agnostic/br/142971
https://github.com/arcangelo7/time_agnostic/ra/186247,Boufarss,Mohamed,http://orcid.org/0000-0002-2403-0146,https://github.com/arcangelo7/time_agnostic/br/119167
https://github.com/arcangelo7/time_agnostic/ra/19154,Boufarss,Mohamed,http://orcid.org/0000-0002-2403-0146,https://github.com/arcangelo7/time_agnostic/br/119167
https://github.com/arcangelo7/time_agnostic/ra/195568,Bouillet,Dejana,http://orcid.org/0000-0002-0486-3378,https://github.com/arcangelo7/time_agnostic/br/129588
https://github.com/arcangelo7/time_agnostic/ra/130472,Boukacem-Zeghmouri,Cherifa,http://orcid.org/0000-0002-0201-6159,https://github.com/arcangelo7/time_agnostic/br/72640
https://github.com/arcangelo7/time_agnostic/ra/136235,Boukacem-Zeghmouri,Chérifa,http://orcid.org/0000-0002-0201-6159,https://github.com/arcangelo7/time_agnostic/br/92055
https://github.com/arcangelo7/time_agnostic/ra/102656,Boukacem-Zeghmouri,Chérifa,http://orcid.org/0000-0002-0201-6159,https://github.com/arcangelo7/time_agnostic/br/72643
https://github.com/arcangelo7/time_agnostic/ra/140508,Boukacem‐Zeghmouri,Chérifa,http://orcid.org/0000-0002-0201-6159,https://github.com/arcangelo7/time_agnostic/br/103256
https://github.com/arcangelo7/time_agnostic/ra/224492,Bouri,Elie,http://orcid.org/0000-0003-2628-5027,https://github.com/arcangelo7/time_agnostic/br/139032
https://github.com/arcangelo7/time_agnostic/ra/248174,Bouri,Elie,http://orcid.org/0000-0003-2628-5027,https://github.com/arcangelo7/time_agnostic/br/152849
https://github.com/arcangelo7/time_agnostic/ra/179536,Bourne,Philip E,http://orcid.org/0000-0002-7618-7292,https://github.com/arcangelo7/time_agnostic/br/56295
https://github.com/arcangelo7/time_agnostic/ra/184131,Bourne,Philip E.,http://orcid.org/0000-0002-7618-7292,https://github.com/arcangelo7/time_agnostic/br/101835
https://github.com/arcangelo7/time_agnostic/ra/236934,Bouter,Lex M.,http://orcid.org/0000-0002-2659-5482,https://github.com/arcangelo7/time_agnostic/br/151363
https://github.com/arcangelo7/time_agnostic/ra/69636,Bowen,Anthony,http://orcid.org/0000-0003-1064-8372,https://github.com/arcangelo7/time_agnostic/br/39423
https://github.com/arcangelo7/time_agnostic/ra/45881,Bowen,Anthony,http://orcid.org/0000-0003-1064-8372,https://github.com/arcangelo7/time_agnostic/br/40251
https://github.com/arcangelo7/time_agnostic/ra/147584,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/58355
https://github.com/arcangelo7/time_agnostic/ra/199648,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/129117
https://github.com/arcangelo7/time_agnostic/ra/215938,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/1220
https://github.com/arcangelo7/time_agnostic/ra/27652,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/4654
https://github.com/arcangelo7/time_agnostic/ra/238780,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/68612
https://github.com/arcangelo7/time_agnostic/ra/229986,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/131181
https://github.com/arcangelo7/time_agnostic/ra/223531,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/133420
https://github.com/arcangelo7/time_agnostic/ra/231928,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/41896
https://github.com/arcangelo7/time_agnostic/ra/210199,Boyack,Kevin W.,http://orcid.org/0000-0001-7814-8951,https://github.com/arcangelo7/time_agnostic/br/131659
https://github.com/arcangelo7/time_agnostic/ra/153373,Boyd,Olivia,http://orcid.org/0000-0001-8858-1660,https://github.com/arcangelo7/time_agnostic/br/100841
https://github.com/arcangelo7/time_agnostic/ra/33873,Boyer,Stéphane,http://orcid.org/0000-0002-0750-4864,https://github.com/arcangelo7/time_agnostic/br/279
https://github.com/arcangelo7/time_agnostic/ra/169497,Bradshaw,Corey J. A.,http://orcid.org/0000-0002-5328-7741,https://github.com/arcangelo7/time_agnostic/br/98596
https://github.com/arcangelo7/time_agnostic/ra/245451,Braganholo,Vanessa,http://orcid.org/0000-0002-1184-8192,https://github.com/arcangelo7/time_agnostic/br/149486
https://github.com/arcangelo7/time_agnostic/ra/187895,Bragge,Johanna,http://orcid.org/0000-0002-4084-3104,https://github.com/arcangelo7/time_agnostic/br/120566
https://github.com/arcangelo7/time_agnostic/ra/67687,Braithwaite,Jeffrey,http://orcid.org/0000-0003-0296-4957,https://github.com/arcangelo7/time_agnostic/br/48358
https://github.com/arcangelo7/time_agnostic/ra/92378,Braithwaite,Jeffrey,http://orcid.org/0000-0003-0296-4957,https://github.com/arcangelo7/time_agnostic/br/62206
https://github.com/arcangelo7/time_agnostic/ra/218963,Bramer,Wichor M.,http://orcid.org/0000-0003-2681-9180,https://github.com/arcangelo7/time_agnostic/br/128405
https://github.com/arcangelo7/time_agnostic/ra/49049,Brandão,Luiz E.,http://orcid.org/0000-0002-5389-0583,https://github.com/arcangelo7/time_agnostic/br/33248
https://github.com/arcangelo7/time_agnostic/ra/140181,Bravo,Giangiacomo,http://orcid.org/0000-0003-2837-0137,https://github.com/arcangelo7/time_agnostic/br/90151
https://github.com/arcangelo7/time_agnostic/ra/90610,Bravo,Giangiacomo,http://orcid.org/0000-0003-2837-0137,https://github.com/arcangelo7/time_agnostic/br/70543
https://github.com/arcangelo7/time_agnostic/ra/153374,Brazeau,Nicholas F.,http://orcid.org/0000-0003-3976-7965,https://github.com/arcangelo7/time_agnostic/br/100841
https://github.com/arcangelo7/time_agnostic/ra/138726,Breitner,Michael H.,http://orcid.org/0000-0001-7315-3022,https://github.com/arcangelo7/time_agnostic/br/86096
https://github.com/arcangelo7/time_agnostic/ra/22116,Breitzman,Anthony,http://orcid.org/0000-0001-9522-9980,https://github.com/arcangelo7/time_agnostic/br/150250
https://github.com/arcangelo7/time_agnostic/ra/86512,Breugelmans,J. Gabrielle,http://orcid.org/0000-0001-8015-3717,https://github.com/arcangelo7/time_agnostic/br/61552
https://github.com/arcangelo7/time_agnostic/ra/20905,Brezis,Elise S.,http://orcid.org/0000-0002-7954-8110,https://github.com/arcangelo7/time_agnostic/br/139810
https://github.com/arcangelo7/time_agnostic/ra/219225,Brezis,Elise S.,http://orcid.org/0000-0002-7954-8110,https://github.com/arcangelo7/time_agnostic/br/139810
https://github.com/arcangelo7/time_agnostic/ra/153268,Briand,Sylvie,http://orcid.org/0000-0001-6929-5335,https://github.com/arcangelo7/time_agnostic/br/100830
https://github.com/arcangelo7/time_agnostic/ra/19692,Bricknell,Martin,http://orcid.org/0000-0002-5080-0095,https://github.com/arcangelo7/time_agnostic/br/128755
https://github.com/arcangelo7/time_agnostic/ra/11703,Brinjikji,Waleed,http://orcid.org/0000-0001-5271-5524,https://github.com/arcangelo7/time_agnostic/br/64526
https://github.com/arcangelo7/time_agnostic/ra/94485,Brinjikji,Waleed,http://orcid.org/0000-0001-5271-5524,https://github.com/arcangelo7/time_agnostic/br/64526
https://github.com/arcangelo7/time_agnostic/ra/233833,Brito,João,http://orcid.org/0000-0003-1301-1078,https://github.com/arcangelo7/time_agnostic/br/146150
https://github.com/arcangelo7/time_agnostic/ra/156484,Brito,Silvia Helena Andrade de,http://orcid.org/0000-0002-6186-3980,https://github.com/arcangelo7/time_agnostic/br/102308
https://github.com/arcangelo7/time_agnostic/ra/153279,Britton,Tom,http://orcid.org/0000-0002-9228-7357,https://github.com/arcangelo7/time_agnostic/br/100836
https://github.com/arcangelo7/time_agnostic/ra/183802,Broderick,Nichole A,http://orcid.org/0000-0002-6830-9456,https://github.com/arcangelo7/time_agnostic/br/125448
https://github.com/arcangelo7/time_agnostic/ra/184133,Brookes,Anthony J.,http://orcid.org/0000-0001-8686-0017,https://github.com/arcangelo7/time_agnostic/br/101835
https://github.com/arcangelo7/time_agnostic/ra/247633,Brookes-Kenworthy,Chloe,http://orcid.org/0000-0002-5370-391X,https://github.com/arcangelo7/time_agnostic/br/151182
https://github.com/arcangelo7/time_agnostic/ra/153262,Brooks,Ian,http://orcid.org/0000-0002-3793-3635,https://github.com/arcangelo7/time_agnostic/br/100830
https://github.com/arcangelo7/time_agnostic/ra/162293,Brouwer,Niels J.,http://orcid.org/0000-0002-0854-0859,https://github.com/arcangelo7/time_agnostic/br/103233
https://github.com/arcangelo7/time_agnostic/ra/204150,Brown,Andrew W.,http://orcid.org/0000-0002-1758-8205,https://github.com/arcangelo7/time_agnostic/br/127586
https://github.com/arcangelo7/time_agnostic/ra/185594,Brown,Mitch,http://orcid.org/0000-0001-6615-6081,https://github.com/arcangelo7/time_agnostic/br/119911
https://github.com/arcangelo7/time_agnostic/ra/182730,Brown,Molly E.,http://orcid.org/0000-0001-7384-3314,https://github.com/arcangelo7/time_agnostic/br/114708
https://github.com/arcangelo7/time_agnostic/ra/133328,Brown,Shanique G.,http://orcid.org/0000-0002-6885-2811,https://github.com/arcangelo7/time_agnostic/br/76858
https://github.com/arcangelo7/time_agnostic/ra/156233,Bruder,Andreas,http://orcid.org/0000-0002-4591-491X,https://github.com/arcangelo7/time_agnostic/br/102212
https://github.com/arcangelo7/time_agnostic/ra/110193,Bruna,Emilio M.,http://orcid.org/0000-0003-3381-8477,https://github.com/arcangelo7/time_agnostic/br/77963
https://github.com/arcangelo7/time_agnostic/ra/18935,Brunzel,Johannes,http://orcid.org/0000-0001-5809-3551,https://github.com/arcangelo7/time_agnostic/br/121317
https://github.com/arcangelo7/time_agnostic/ra/185592,Bruton,Samuel V.,http://orcid.org/0000-0002-5455-125X,https://github.com/arcangelo7/time_agnostic/br/119911
https://github.com/arcangelo7/time_agnostic/ra/100650,Brysbaert,Marc,http://orcid.org/0000-0002-3645-3189,https://github.com/arcangelo7/time_agnostic/br/5859
https://github.com/arcangelo7/time_agnostic/ra/31537,Brzezinski,Michal,http://orcid.org/0000-0002-7704-3805,https://github.com/arcangelo7/time_agnostic/br/5161
https://github.com/arcangelo7/time_agnostic/ra/206962,Brás,Oriana Rainho,http://orcid.org/0000-0002-3848-0658,https://github.com/arcangelo7/time_agnostic/br/53438
https://github.com/arcangelo7/time_agnostic/ra/10283,Brás,Oriana Rainho,http://orcid.org/0000-0002-3848-0658,https://github.com/arcangelo7/time_agnostic/br/53438
https://github.com/arcangelo7/time_agnostic/ra/17425,Brämberg,Elisabeth Björk,http://orcid.org/0000-0002-0204-5144,https://github.com/arcangelo7/time_agnostic/br/109208
https://github.com/arcangelo7/time_agnostic/ra/187356,Bröder,Arndt,http://orcid.org/0000-0002-2658-4791,https://github.com/arcangelo7/time_agnostic/br/110849
https://github.com/arcangelo7/time_agnostic/ra/246648,Bu,Yi,http://orcid.org/0000-0003-2549-4580,https://github.com/arcangelo7/time_agnostic/br/145664
https://github.com/arcangelo7/time_agnostic/ra/212631,Bu,Yi,http://orcid.org/0000-0003-2549-4580,https://github.com/arcangelo7/time_agnostic/br/135086
https://github.com/arcangelo7/time_agnostic/ra/164885,Bu,Yi,http://orcid.org/0000-0003-2549-4580,https://github.com/arcangelo7/time_agnostic/br/105957
https://github.com/arcangelo7/time_agnostic/ra/19771,Bu,Yi,http://orcid.org/0000-0003-2549-4580,https://github.com/arcangelo7/time_agnostic/br/129946
https://github.com/arcangelo7/time_agnostic/ra/60662,Bu,Yi,http://orcid.org/0000-0003-2549-4580,https://github.com/arcangelo7/time_agnostic/br/42047
https://github.com/arcangelo7/time_agnostic/ra/204968,Bu,Yi,http://orcid.org/0000-0003-2549-4580,https://github.com/arcangelo7/time_agnostic/br/129458
https://github.com/arcangelo7/time_agnostic/ra/20592,Bu,Yi,http://orcid.org/0000-0003-2549-4580,https://github.com/arcangelo7/time_agnostic/br/136967
https://github.com/arcangelo7/time_agnostic/ra/22057,Budimir,Gordana,http://orcid.org/0000-0003-0449-504X,https://github.com/arcangelo7/time_agnostic/br/149743
https://github.com/arcangelo7/time_agnostic/ra/248859,Buenstorf,Guido,http://orcid.org/0000-0002-2957-5532,https://github.com/arcangelo7/time_agnostic/br/152479
https://github.com/arcangelo7/time_agnostic/ra/241001,Bukhari,Marwan,http://orcid.org/0000-0003-4311-5222,https://github.com/arcangelo7/time_agnostic/br/150255
https://github.com/arcangelo7/time_agnostic/ra/15985,Bukowski,Mark,http://orcid.org/0000-0003-4563-1159,https://github.com/arcangelo7/time_agnostic/br/97529
https://github.com/arcangelo7/time_agnostic/ra/92533,Bulut,Zeki Atıl,http://orcid.org/0000-0002-6787-3418,https://github.com/arcangelo7/time_agnostic/br/62243
https://github.com/arcangelo7/time_agnostic/ra/143088,Bunger,Alicia C.,http://orcid.org/0000-0002-6407-5111,https://github.com/arcangelo7/time_agnostic/br/92504
https://github.com/arcangelo7/time_agnostic/ra/156234,Burdon,Francis J.,http://orcid.org/0000-0002-5398-4993,https://github.com/arcangelo7/time_agnostic/br/102212
https://github.com/arcangelo7/time_agnostic/ra/147379,Burgess,S.,http://orcid.org/0000-0003-4582-898X,https://github.com/arcangelo7/time_agnostic/br/97219
https://github.com/arcangelo7/time_agnostic/ra/179503,Burgio,Gaetan,http://orcid.org/0000-0002-7434-926X,https://github.com/arcangelo7/time_agnostic/br/116686
https://github.com/arcangelo7/time_agnostic/ra/100155,Burhan,Hasan Arda,http://orcid.org/0000-0003-4043-2652,https://github.com/arcangelo7/time_agnostic/br/74556
https://github.com/arcangelo7/time_agnostic/ra/89095,Burmaoglu,Serhat,http://orcid.org/0000-0002-5537-6887,https://github.com/arcangelo7/time_agnostic/br/60303
https://github.com/arcangelo7/time_agnostic/ra/191651,Burmaoglu,Serhat,http://orcid.org/0000-0002-5537-6887,https://github.com/arcangelo7/time_agnostic/br/84587
https://github.com/arcangelo7/time_agnostic/ra/14430,Burmaoglu,Serhat,http://orcid.org/0000-0002-5537-6887,https://github.com/arcangelo7/time_agnostic/br/84587
https://github.com/arcangelo7/time_agnostic/ra/221,Burmaoglu,Serhat,http://orcid.org/0000-0002-5537-6887,https://github.com/arcangelo7/time_agnostic/br/1184
https://github.com/arcangelo7/time_agnostic/ra/17104,Burmaoglu,Serhat,http://orcid.org/0000-0002-5537-6887,https://github.com/arcangelo7/time_agnostic/br/60304
https://github.com/arcangelo7/time_agnostic/ra/89099,Burmaoglu,Serhat,http://orcid.org/0000-0002-5537-6887,https://github.com/arcangelo7/time_agnostic/br/60304
https://github.com/arcangelo7/time_agnostic/ra/124420,Burns,C. Sean,http://orcid.org/0000-0001-8695-3643,https://github.com/arcangelo7/time_agnostic/br/3213
https://github.com/arcangelo7/time_agnostic/ra/516,Burns,C. Sean,http://orcid.org/0000-0001-8695-3643,https://github.com/arcangelo7/time_agnostic/br/3213
https://github.com/arcangelo7/time_agnostic/ra/247705,Burns,Karen E. A.,http://orcid.org/0000-0002-9967-5424,https://github.com/arcangelo7/time_agnostic/br/151207
https://github.com/arcangelo7/time_agnostic/ra/187049,Busso,Christianne M.,http://orcid.org/0000-0003-1124-1603,https://github.com/arcangelo7/time_agnostic/br/121187
https://github.com/arcangelo7/time_agnostic/ra/137950,Busso,Donatella,http://orcid.org/0000-0001-9816-5513,https://github.com/arcangelo7/time_agnostic/br/84432
https://github.com/arcangelo7/time_agnostic/ra/184250,Buttliere,Brett,http://orcid.org/0000-0001-5025-0460,https://github.com/arcangelo7/time_agnostic/br/8677
https://github.com/arcangelo7/time_agnostic/ra/1377,Buttliere,Brett,http://orcid.org/0000-0001-5025-0460,https://github.com/arcangelo7/time_agnostic/br/8677
https://github.com/arcangelo7/time_agnostic/ra/74282,Buyukyoran,Faruk,http://orcid.org/0000-0003-3229-3816,https://github.com/arcangelo7/time_agnostic/br/48600
https://github.com/arcangelo7/time_agnostic/ra/223622,Bychkova,Olga V.,http://orcid.org/0000-0002-6882-2997,https://github.com/arcangelo7/time_agnostic/br/135889
https://github.com/arcangelo7/time_agnostic/ra/204154,Byrne,Jennifer A,http://orcid.org/0000-0002-8923-0587,https://github.com/arcangelo7/time_agnostic/br/127587
https://github.com/arcangelo7/time_agnostic/ra/45860,Byrne,Jennifer A.,http://orcid.org/0000-0002-8923-0587,https://github.com/arcangelo7/time_agnostic/br/40240
